"","postal_code","school_name","url_address","address","telephone_no","email_address","mrt_desc","bus_desc","dgp_code","zone_code","type_code","nature_code","session_code","mainlevel_code","sap_ind","autonomous_ind","gifted_ind","ip_ind","mothertongue1_code","mothertongue2_code","mothertongue3_code","results.SEARCHVAL","results.BLK_NO","results.ROAD_NAME","results.BUILDING","results.ADDRESS","results.X","results.Y","results.LATITUDE","results.LONGITUDE"
"36",247961,"CRESCENT GIRLS' SCHOOL","http://www.crescent.edu.sg","357  TANGLIN ROAD","64758711","CRESCENTGIRL@MOE.EDU.SG","REDHILL MRT","32, 111, 122, 132, 51, 139, 186, 970","BUKIT MERAH","SOUTH","GOVERNMENT SCHOOL","GIRLS' SCHOOL","SINGLE SESSION","SECONDARY","No","Yes","No","No","Chinese","Malay","Tamil","CRESCENT GIRLS' SCHOOL","357","TANGLIN ROAD","CRESCENT GIRLS' SCHOOL","357 TANGLIN ROAD CRESCENT GIRLS' SCHOOL SINGAPORE 247961","26244.4775918219","30634.2205088157","1.29331947077104","103.817544461755"
"37",259240,"ST. MARGARET'S SECONDARY SCHOOL","http://www.stmargaretssec.moe.edu.sg","111  FARRER ROAD","64664525","stmargaretss@moe.edu.sg","FARRER ROAD MRT","48, 93, 153, 165, 174, 186, 855, 961","BUKIT TIMAH","SOUTH","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","SECONDARY","No","Yes","No","No","Chinese","Malay","Tamil","SAINT JOHN'S CHAPEL","111","FARRER ROAD","SAINT JOHN'S CHAPEL","111 FARRER ROAD SAINT JOHN'S CHAPEL SINGAPORE 259240","25360.6020710841","33559.5041493345","1.31977464050584","103.809602215402"
"38",268097,"NANYANG PRIMARY SCHOOL","http://www.nyps.moe.edu.sg","52   KING'S ROAD","64672677","NYPS@MOE.EDU.SG","Farrer Rd MRT Station","66, 67, 74, 93, 151, 153, 154, 156, 157, 165, 170, 171, 174, 186, 852, 855, 961","BUKIT TIMAH","WEST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","Yes","No","Yes","No","Chinese","na","na","NANYANG PRIMARY SCHOOL","52","KING'S ROAD","NANYANG PRIMARY SCHOOL","52 KING'S ROAD NANYANG PRIMARY SCHOOL SINGAPORE 268097","25154.4872114761","33678.1373927556","1.32084749904532","103.807750155296"
"39",269734,"HWA CHONG INSTITUTION","http://www.hwachong.edu.sg","661  BUKIT TIMAH ROAD","64683955","admin@hci.edu.sg","TAN KAH KEE MRT","66, 67, 74, 151, 154, 156, 157, 170, 170A, 174, 852, 961, 961M","BUKIT TIMAH","WEST","INDEPENDENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","MIXED LEVELS","Yes","No","No","Yes","Chinese","na","na","HWA CHONG INSTITUTION","661","BUKIT TIMAH ROAD","HWA CHONG INSTITUTION","661 BUKIT TIMAH ROAD HWA CHONG INSTITUTION SINGAPORE 269734","24926.8156149359","34131.5293299966","1.3249477928719","103.805704361472"
"40",278790,"HENRY PARK PRIMARY SCHOOL","http://www.henryparkpri.moe.edu.sg","1    HOLLAND GROVE ROAD","64663600","HPPS@MOE.EDU.SG","Buona Vista MRT, Clementi MRT","7, 61, 75, 156, 157, 165, 92","BUKIT TIMAH","WEST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","Yes","No","Chinese","Malay","Tamil","HENRY PARK PRIMARY SCHOOL","1","HOLLAND GROVE ROAD","HENRY PARK PRIMARY SCHOOL","1 HOLLAND GROVE ROAD HENRY PARK PRIMARY SCHOOL SINGAPORE 278790","22544.2873791968","33216.9645254761","1.31667646178347","103.784296227747"
"41",288683,"NANYANG GIRLS' HIGH SCHOOL","https://www.nygh.edu.sg","2    LINDEN DRIVE","64663275","nanyanggirls@nygh.edu.sg","SIXTH AVENUE MRT, TAN KAH KEE MRT","66, 67, 74, 151, 154, 156, 157, 170, 174, 852, 961","BUKIT TIMAH","WEST","INDEPENDENT SCHOOL","GIRLS' SCHOOL","SINGLE SESSION","SECONDARY","Yes","No","Yes","Yes","Chinese","na","na","NANYANG GIRLS' HIGH SCHOOL","2","LINDEN DRIVE","NANYANG GIRLS' HIGH SCHOOL","2 LINDEN DRIVE NANYANG GIRLS' HIGH SCHOOL SINGAPORE 288683","24561.4160661073","34754.6755309552","1.33058326666479","103.802420979943"
"42",288913,"NATIONAL JUNIOR COLLEGE","http://www.nationaljc.moe.edu.sg","37   HILLCREST ROAD","64661144","NJC@MOE.EDU.SG","BOTANIC GARDENS MRT, TAN KAH KEE MRT, SIXTH AVENUE MRT","66, 67, 74, 151, 154, 156, 157, 170, 174, 852, 961, 972","BUKIT TIMAH","SOUTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","FULL DAY","MIXED LEVELS","No","No","No","Yes","Chinese","Malay","Tamil","NATIONAL JUNIOR COLLEGE","37","HILLCREST ROAD","NATIONAL JUNIOR COLLEGE","37 HILLCREST ROAD NATIONAL JUNIOR COLLEGE SINGAPORE 288913","24749.4869699022","34722.5671630222","1.33029291072172","103.804110905425"
"43",289072,"RAFFLES GIRLS' PRIMARY SCHOOL","http://www.rafflesgirlspri.moe.edu.sg","21   Hillcrest Road","64684377","RGPS@MOE.EDU.SG","TAN KAH KEE MRT STATION","66, 67, 74, 151, 154, 156, 157, 170, 171, 174, 852, 961","BUKIT TIMAH","SOUTH","GOVERNMENT SCHOOL","GIRLS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","Yes","No","Chinese","Malay","Tamil","KNOWLEDGE PARK EDUCARE (SC) PTE LTD (RAFFLES GIRLS)","21","HILLCREST ROAD","KNOWLEDGE PARK EDUCARE (SC) PTE LTD (RAFFLES GIRLS)","21 HILLCREST ROAD KNOWLEDGE PARK EDUCARE (SC) PTE LTD (RAFFLES GIRLS) SINGAPORE 289072","25003.9977021599","34694.7955917995","1.33004178068277","103.806397828938"
"44",297754,"MARYMOUNT CONVENT SCHOOL","HTTP://WWW.MARYMOUNTCONVENT.MOE.EDU.SG","20   Marymount Road","6256 6701","enquire@marymount.edu.sg","Braddell MRT Station or  Caldecott MRT Station","141, 235","TOA PAYOH","SOUTH","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","GOOD SHEPHERD STUDENT CARE","20","MARYMOUNT ROAD","GOOD SHEPHERD STUDENT CARE","20 MARYMOUNT ROAD GOOD SHEPHERD STUDENT CARE SINGAPORE 297754","28722.6185440896","35844.3858416472","1.34043840661368","103.839811736775"
"45",297822,"CATHOLIC JUNIOR COLLEGE","https://cjc.moe.edu.sg/","129  WHITLEY ROAD","62524083","catholic_jc@moe.edu.sg","Toa Payoh (NS Line),  Novena (NS Line),  Stevens (DT Line),  Caldecott (CC Line,TE Line)","105, 132, 151, 153, 154, 156, 186, 966, 985","NOVENA","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","FULL DAY","JUNIOR COLLEGE","No","No","No","No","na","na","na","CATHOLIC JUNIOR COLLEGE","129","WHITLEY ROAD","CATHOLIC JUNIOR COLLEGE","129 WHITLEY ROAD CATHOLIC JUNIOR COLLEGE SINGAPORE 297822","28190.3351049758","34088.1962013766","1.32455605783219","103.835028842353"
"46",308274,"ST. JOSEPH'S INSTITUTION","http://www.sji.edu.sg","38   MALCOLM ROAD","62500022","contact@sji.edu.sg","STEVENS MRT","105, 132, 151, 153, 154, 156, 186, 190, 960, 972","NOVENA","SOUTH","INDEPENDENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","MIXED LEVELS","No","No","No","Yes","Chinese","Malay","Tamil","SAINT JOSEPH'S INSTITUTION","38","MALCOLM ROAD","SAINT JOSEPH'S INSTITUTION","38 MALCOLM ROAD SAINT JOSEPH'S INSTITUTION SINGAPORE 308274","27463.6263318341","33988.3560766336","1.32365313490152","103.828498974985"
"47",309331,"ST. JOSEPH'S INSTITUTION JUNIOR","http://www.sjijunior.edu.sg","3    ESSEX ROAD","62552700","sjijunior@moe.edu.sg","Novena","21;54;56;57;124;131;141;166;518;851;980","NOVENA","SOUTH","GOVERNMENT-AIDED SCH","BOYS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","MORNING STAR COMMUNITY SERVICES (ST JOSEPH'S INSTITUTION JUNIOR)","3","ESSEX ROAD","MORNING STAR COMMUNITY SERVICES (ST JOSEPH'S INSTITUTION JUNIOR)","3 ESSEX ROAD MORNING STAR COMMUNITY SERVICES (ST JOSEPH'S INSTITUTION JUNIOR) SINGAPORE 309331","29370.5121512143","33342.7815418858","1.31781476118551","103.845633334522"
"48",309437,"SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL","www.scgs.moe.edu.sg","190  DUNEARN ROAD","62527966","SCGPS@MOE.EDU.SG","Stevens","66, 67, 105, 132, 151, 153, 154, 156, 170, 171, 186, 190, 605, 700, 960","NOVENA","NORTH","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","SINGAPORE CHINESE GIRLS' SCHOOL","190","DUNEARN ROAD","SINGAPORE CHINESE GIRLS' SCHOOL","190 DUNEARN ROAD SINGAPORE CHINESE GIRLS' SCHOOL SINGAPORE 309437","27426.4538880838","33654.5249451734","1.3206340835184","103.828164966953"
"49",309437,"SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL","www.scgs.moe.edu.sg","190  DUNEARN ROAD","62527966","SCGPS@MOE.EDU.SG","Stevens","66, 67, 105, 132, 151, 153, 154, 156, 170, 171, 186, 190, 605, 700, 960","NOVENA","NORTH","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","SINGAPORE CHINESE GIRLS' SCHOOL","190","DUNEARN ROAD","SINGAPORE CHINESE GIRLS' SCHOOL","190 DUNEARN ROAD SINGAPORE CHINESE GIRLS' SCHOOL SINGAPORE 309437","27426.4538880838","33654.5249451734","1.3206340835184","103.828164966953"
"50",309437,"SINGAPORE CHINESE GIRLS' SCHOOL","http://www.scgs.moe.edu.sg","190  DUNEARN ROAD","62527966","SCGSS@MOE.EDU.SG","STEVENS MRT","48, 66, 67, 105, 132, 151, 153, 154, 156, 170, 186, 190, 960, 971E, 972","NOVENA","NORTH","INDEPENDENT SCHOOL","GIRLS' SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","Yes","Chinese","Malay","Tamil","SINGAPORE CHINESE GIRLS' SCHOOL","190","DUNEARN ROAD","SINGAPORE CHINESE GIRLS' SCHOOL","190 DUNEARN ROAD SINGAPORE CHINESE GIRLS' SCHOOL SINGAPORE 309437","27426.4538880838","33654.5249451734","1.3206340835184","103.828164966953"
"51",309437,"SINGAPORE CHINESE GIRLS' SCHOOL","http://www.scgs.moe.edu.sg","190  DUNEARN ROAD","62527966","SCGSS@MOE.EDU.SG","STEVENS MRT","48, 66, 67, 105, 132, 151, 153, 154, 156, 170, 186, 190, 960, 971E, 972","NOVENA","NORTH","INDEPENDENT SCHOOL","GIRLS' SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","Yes","Chinese","Malay","Tamil","SINGAPORE CHINESE GIRLS' SCHOOL","190","DUNEARN ROAD","SINGAPORE CHINESE GIRLS' SCHOOL","190 DUNEARN ROAD SINGAPORE CHINESE GIRLS' SCHOOL SINGAPORE 309437","27426.4538880838","33654.5249451734","1.3206340835184","103.828164966953"
"52",309918,"ANGLO-CHINESE SCHOOL (PRIMARY)","http://www.acspri.moe.edu.sg/","50   BARKER ROAD","62501633","acps@moe.edu.sg","Newton MRT Station","Bus 48, 66, 67, 170, 603, 972M","NOVENA","SOUTH","GOVERNMENT-AIDED SCH","BOYS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","Yes","No","Chinese","Malay","Tamil","MCYC SCC @ ACS (P)","50","BARKER ROAD","MCYC SCC @ ACS (P)","50 BARKER ROAD MCYC SCC @ ACS (P) SINGAPORE 309918","28225.5395849617","33442.7207942754","1.31871860621788","103.83534516884"
"53",309919,"ANGLO-CHINESE SCHOOL (BARKER ROAD)","http://www.acsbr.moe.edu.sg","60   BARKER ROAD","62561633","acsbr@moe.edu.sg","NEWTON MRT, STEVENS MRT","48, 66, 67, 170, 960, 972","NOVENA","SOUTH","GOVERNMENT-AIDED SCH","BOYS' SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","ANGLO-CHINESE SCHOOL (BARKER ROAD)","60","BARKER ROAD","ANGLO-CHINESE SCHOOL (BARKER ROAD)","60 BARKER ROAD ANGLO-CHINESE SCHOOL (BARKER ROAD) SINGAPORE 309919","28273.1184036592","33542.0043816008","1.31961649151328","103.835772689988"
"54",318871,"RAFFLES GIRLS' SCHOOL (SECONDARY)","http://www.rgs.edu.sg","2    BRADDELL RISE","67371845","RGSS@MOE.EDU.SG","BRADDELL MRT, CALDECOTT MRT","59, 93, 129, 156, 157, 163, 231, 232, 235","CENTRAL","SOUTH","INDEPENDENT SCHOOL","GIRLS' SCHOOL","SINGLE SESSION","SECONDARY","No","No","Yes","Yes","Chinese","Malay","Tamil","RAFFLES GIRLS' SCHOOL (SECONDARY)","2","BRADDELL RISE","RAFFLES GIRLS' SCHOOL (SECONDARY)","2 BRADDELL RISE RAFFLES GIRLS' SCHOOL (SECONDARY) SINGAPORE 318871","29092.3551620366","36036.388495991","1.34217479932295","103.84313404727"
"55",318990,"BEATTY SECONDARY SCHOOL","http://www.beattysec.moe.edu.sg","1    TOA PAYOH NORTH","62569108","BEATTY_SS@MOE.EDU.SG","BRADDELL MRT, TOA PAYOH MRT","28, 56, 73, 88, 93, 105, 153, 155, 157, 159, 163, 231, 232","TOA PAYOH","SOUTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","BEATTY SECONDARY SCHOOL","1","TOA PAYOH NORTH","BEATTY SECONDARY SCHOOL","1 TOA PAYOH NORTH BEATTY SECONDARY SCHOOL SINGAPORE 318990","30110.2946048304","35993.876840448","1.341790284928","103.852280842345"
"56",319252,"FIRST TOA PAYOH PRIMARY SCHOOL","http://www.firsttoapayohpri.moe.edu.sg","7    LORONG 8 TOA PAYOH","62567822","FTPPS@MOE.EDU.SG","Braddell & Toa Payoh Stations","157,153,105,159,88,FS238","TOA PAYOH","SOUTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","MOE KINDERGARTEN @ FIRST TOA PAYOH","7","LORONG 8 TOA PAYOH","MOE KINDERGARTEN @ FIRST TOA PAYOH","7 LORONG 8 TOA PAYOH MOE KINDERGARTEN @ FIRST TOA PAYOH SINGAPORE 319252","30543.7338872049","35811.7035927437","1.34014274139827","103.856175538933"
"57",319320,"PEI CHUN PUBLIC SCHOOL","http://www.peichunpublic.moe.edu.sg","16   LORONG 7 TOA PAYOH","63539450","PCPS@MOE.EDU.SG","Toa Payoh MRT Station and Braddell MRT Station","Bus Service 232, 57","TOA PAYOH","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","Yes","No","No","No","Chinese","na","na","ACE @ WORK SCHOOLCARE PTE LTD (PEI CHUN PUBLIC SCHOOL)","16","LORONG 7 TOA PAYOH","ACE @ WORK SCHOOLCARE PTE LTD (PEI CHUN PUBLIC SCHOOL)","16 LORONG 7 TOA PAYOH ACE @ WORK SCHOOLCARE PTE LTD (PEI CHUN PUBLIC SCHOOL) SINGAPORE 319320","30450.8965329072","35439.718033338","1.33677864390672","103.855341310212"
"58",319580,"KHENG CHENG SCHOOL","http://www.khengcheng.moe.edu.sg/","15   LORONG 3 TOA PAYOH","62552502","kcs@moe.edu.sg","Braddell","SBS 235,56,73,88,157,159,163,231,","TOA PAYOH","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","na","KHENG CHENG SCHOOL","15","LORONG 3 TOA PAYOH","KHENG CHENG SCHOOL","15 LORONG 3 TOA PAYOH KHENG CHENG SCHOOL SINGAPORE 319580","29539.1234353296","35501.5835219584","1.3373381935639","103.847148501824"
"59",319764,"CHIJ SECONDARY (TOA PAYOH)","http://www.chijsec.edu.sg","626  LORONG 1 TOA PAYOH","63534972","CHIJTPSS@MOE.EDU.SG","TOA PAYOH MRT","59, 141, 231","TOA PAYOH","SOUTH","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","SECONDARY","No","Yes","No","No","Chinese","Malay","Tamil","CHIJ SECONDARY (TOA PAYOH)","626","LORONG 1 TOA PAYOH","CHIJ SECONDARY (TOA PAYOH)","626 LORONG 1 TOA PAYOH CHIJ SECONDARY (TOA PAYOH) SINGAPORE 319764","29107.6704288498","34962.2641689572","1.33246079948303","103.843271625083"
"60",319765,"CHIJ PRIMARY (TOA PAYOH)","http://www.chijpritoapayoh.moe.edu.sg","628  Lorong 1 Toa Payoh","63532164","CHIJTPPS@MOE.EDU.SG","Toa Payoh","59, 231, 141","TOA PAYOH","SOUTH","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","CHIJ PRIMARY (TOA PAYOH)","628","LORONG 1 TOA PAYOH","CHIJ PRIMARY (TOA PAYOH)","628 LORONG 1 TOA PAYOH CHIJ PRIMARY (TOA PAYOH) SINGAPORE 319765","28949.1537291808","34994.5345916729","1.33275264711587","103.841847263786"
"61",327829,"HONG WEN SCHOOL","http://www.hongwen.moe.edu.sg","30   TOWNER ROAD","62943340","hws@moe.edu.sg","Boon Keng MRT","Serangoon Road: 13, 23, 31, 64, 65, 66, 125, 133, 147, 857, 985 Balestier Road: 21, 125, 130, 139, 145","KALLANG","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","Yes","No","No","No","Chinese","na","na","HONG WEN SCHOOL","30","TOWNER ROAD","HONG WEN SCHOOL","30 TOWNER ROAD HONG WEN SCHOOL SINGAPORE 327829","30705.4493981982","33779.0355954058","1.32175999964553","103.857628468881"
"62",327830,"NORTHLIGHT SCHOOL","https://www.nls.edu.sg","151  Towner Road","+65 69296290","nls@moe.edu.sg","BOON KENG (NE9)","21, 125, 130, 139, 145, 13, 23, 31, 64, 65, 133, 147, 857, 985","KALLANG","SOUTH","SPECIALISED SCHOOL","CO-ED SCHOOL","FULL DAY","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","NORTHLIGHT SCHOOL","151","TOWNER ROAD","NORTHLIGHT SCHOOL","151 TOWNER ROAD NORTHLIGHT SCHOOL SINGAPORE 327830","30497.4603147702","33484.9283776525","1.3191002158167","103.85575955353"
"63",327919,"BENDEMEER SECONDARY SCHOOL","http://www.bendemeersec.moe.edu.sg","1    ST WILFRED ROAD","62927616","BENDEMEER_SS@MOE.EDU.SG","BOON KENG MRT","13,  23,  31,  64,  65,  66, 125, 133, 140, 147, 857, 985","KALLANG","SOUTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","BENDEMEER SECONDARY SCHOOL","1","SAINT WILFRED ROAD","BENDEMEER SECONDARY SCHOOL","1 SAINT WILFRED ROAD BENDEMEER SECONDARY SCHOOL SINGAPORE 327919","31077.3568056701","34094.3010115474","1.32461111307996","103.860970284401"
"64",339948,"BENDEMEER PRIMARY SCHOOL","http://www.bendemeerpri.moe.edu.sg/","91   BENDEMEER ROAD","62982911","BENDEMEER_PS@MOE.EDU.SG","Boon Keng, Kallang","13 23 31 61 64 65 65M 66 125, 125X ,133,140,147,853,857,985","KALLANG","SOUTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","BENDEMEER PRIMARY SCHOOL","91","BENDEMEER ROAD","BENDEMEER PRIMARY SCHOOL","91 BENDEMEER ROAD BENDEMEER PRIMARY SCHOOL SINGAPORE 339948","31570.8074810533","33784.8514976725","1.32181250780475","103.865404167629"
"65",349692,"CEDAR GIRLS' SECONDARY SCHOOL","http://www.cedargirlssec.moe.edu.sg","1    CEDAR AVENUE","62884909","cedargirlss@moe.edu.sg","WOODLEIGH MRT, POTONG PASIR MRT, MATTAR MRT","8, 13, 61, 64, 65, 66, 90, 100, 107, 133, 135, 142, 147, 151, 154, 155, 853","TOA PAYOH","EAST","GOVERNMENT SCHOOL","GIRLS' SCHOOL","SINGLE SESSION","SECONDARY","No","Yes","No","Yes","Chinese","Malay","Tamil","CEDAR GIRLS' SECONDARY SCHOOL","1","CEDAR AVENUE","CEDAR GIRLS' SECONDARY SCHOOL","1 CEDAR AVENUE CEDAR GIRLS' SECONDARY SCHOOL SINGAPORE 349692","32519.9675315833","35105.7372267004","1.33375800216334","103.873933064886"
"66",349700,"CEDAR PRIMARY SCHOOL","Http://www.cedarpri.moe.edu.sg","15   CEDAR AVENUE","62885633","CEDAR_PS@MOE.EDU.SG","Potong Pasir MRT Station","8, 61, 64, 65, 66, 66A, 90, 90A, 100, 135, 151, 154, 155","TOA PAYOH","SOUTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","BIG HEART STUDENT CARE (CEDAR PRIMARY SCHOOL)","15","CEDAR AVENUE","BIG HEART STUDENT CARE (CEDAR PRIMARY SCHOOL)","15 CEDAR AVENUE BIG HEART STUDENT CARE (CEDAR PRIMARY SCHOOL) SINGAPORE 349700","32707.7091499828","35316.1469013225","1.33566084356265","103.87562006259"
"67",357691,"ST. ANDREW'S JUNIOR COLLEGE","http://www.standrewsjc.moe.edu.sg/","5    Sorby Adams Drive","62857008","sajc@moe.edu.sg","Potong Pasir NE10","SBSTransit: 8, 26, 31, 90, 142 ,151, 154 (Diocese of Singapore) SMRT Buses:  857, 966, 985 (Diocese of Singapore),  853 (Upper Serangoon Road)","TOA PAYOH","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","FULL DAY","JUNIOR COLLEGE","No","No","No","No","na","na","na","SAINT ANDREW'S JUNIOR COLLEGE","5","SORBY ADAMS DRIVE","SAINT ANDREW'S JUNIOR COLLEGE","5 SORBY ADAMS DRIVE SAINT ANDREW'S JUNIOR COLLEGE SINGAPORE 357691","31367.377300797","35029.1094067935","1.33306515740956","103.863576377056"
"68",359337,"ST. ANDREW'S JUNIOR SCHOOL","http://www.saintandrewsjunior.moe.edu.sg","2    FRANCIS THOMAS DRIVE","62884303","sajs@moe.edu.sg","Potong Pasir,Toa Payoh","8,13,26,31,90,90A,107,133,142,147,853,NR6","TOA PAYOH","SOUTH","GOVERNMENT-AIDED SCH","BOYS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","SAINT ANDREW'S JUNIOR SCHOOL","2","FRANCIS THOMAS DRIVE","SAINT ANDREW'S JUNIOR SCHOOL","2 FRANCIS THOMAS DRIVE SAINT ANDREW'S JUNIOR SCHOOL SINGAPORE 359337","31538.8499082169","34845.2692709584","1.33140255308868","103.865117134385"
"69",359342,"ST. ANDREW'S SECONDARY SCHOOL","http://www.standrewssec.moe.edu.sg","15   FRANCIS THOMAS DRIVE","62851944","sass@moe.edu.sg","POTONG PASIR MRT","8, 13, 26, 31, 90, 90A, 107, 133, 142, 147, 853","TOA PAYOH","SOUTH","GOVERNMENT-AIDED SCH","BOYS' SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","SAINT ANDREW'S SECONDARY SCHOOL","15","FRANCIS THOMAS DRIVE","SAINT ANDREW'S SECONDARY SCHOOL","15 FRANCIS THOMAS DRIVE SAINT ANDREW'S SECONDARY SCHOOL SINGAPORE 359342","31664.831310045","34766.8795819897","1.33069360968075","103.866249138562"
"70",368051,"MARIS STELLA HIGH SCHOOL","http://www.marisstellahigh.moe.edu.sg","25   MOUNT VERNON ROAD","62803880 (Sec)","msh@moe.edu.sg","BARTLEY MRT","28, 93, 129, 158","TOA PAYOH","NORTH","GOVERNMENT-AIDED SCH","BOYS' SCHOOL","SINGLE SESSION","MIXED LEVELS","Yes","Yes","No","No","Chinese","na","na","MARIS STELLA HIGH SCHOOL","25","MOUNT VERNON ROAD","MARIS STELLA HIGH SCHOOL","25 MOUNT VERNON ROAD MARIS STELLA HIGH SCHOOL SINGAPORE 368051","32956.1427672738","35950.1756834127","1.34139473351039","103.877852484979"
"71",387621,"CANOSSA CATHOLIC PRIMARY SCHOOL","https://canossacatholicpri.moe.edu.sg/","1    Sallim Road","68441418","ccps@moe.edu.sg","Nearest MRT station: Mattar Station (about 7-minute walk)","Aljunied Road (same side as CCPS): 62, 64, 100    Aljunied Road (opposite CCPS): 61, 62, 64, 66, 100, 135, 154, 155    Merpati Rd (after Jln Anggerek): 40, 61, 63, 65, 66, 135,","GEYLANG","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","MAGDALENE'S KINDERGARTEN","1","SALLIM ROAD","MAGDALENE'S KINDERGARTEN","1 SALLIM ROAD MAGDALENE'S KINDERGARTEN SINGAPORE 387621","33306.6919957874","34342.288811706","1.32685351993336","103.881002098815"
"72",387724,"ST. MARGARET'S PRIMARY SCHOOL","na","2    Mattar Road","na","na","Mattar MRT Station (DT25)","40, 61, 63, 65, 66, 135, 154, 155, 158","CENTRAL","SOUTH","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","SAINT MARGARET'S PRIMARY SCHOOL","2","MATTAR ROAD","SAINT MARGARET'S PRIMARY SCHOOL","2 MATTAR ROAD SAINT MARGARET'S PRIMARY SCHOOL SINGAPORE 387724","33376.0018041981","34070.0528455041","1.32439150290682","103.881624837373"
"73",389705,"GEYLANG METHODIST SCHOOL (SECONDARY)","http://www.geylangmethodistsec.moe.edu.sg","2    GEYLANG EAST CENTRAL","67466503","gmss@moe.edu.sg","ALJUNIED MRT","40, 62, 63, 80, 100, 125, 134, 155, 158","GEYLANG","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","GEYLANG METHODIST SCHOOL (SECONDARY)","2","GEYLANG EAST CENTRAL","GEYLANG METHODIST SCHOOL (SECONDARY)","2 GEYLANG EAST CENTRAL GEYLANG METHODIST SCHOOL (SECONDARY) SINGAPORE 389705","33491.3455231488","33324.5040080417","1.31764900474601","103.882661129303"
"74",389706,"GEYLANG METHODIST SCHOOL (PRIMARY)","www.geylangmethodistpri.moe.edu.sg","4    Geylang East Central","67486746","GMSP@moe.edu.sg","Aljunied","80, 134, 155","GEYLANG","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","GEYLANG METHODIST SCHOOL (PRIMARY)","4","GEYLANG EAST CENTRAL","GEYLANG METHODIST SCHOOL (PRIMARY)","4 GEYLANG EAST CENTRAL GEYLANG METHODIST SCHOOL (PRIMARY) SINGAPORE 389706","33623.1818729434","33318.1223668903","1.31759126757284","103.883845744916"
